Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned,Dept Code,Level
52988,Legal,Male,28,Manager,03:05.6,2,Bachelor,5,9000,53,1,1,6,0,4,7,2,3.55,TRUE,#N/A,Level 4
52989,Operations,Female,31,Manager,03:05.6,2,Bachelor,2,7200,58,49,16,9,0,15,81,1,3.41,FALSE,D09,Level 4
52990,Marketing,Male,25,Engineer,03:05.6,0,PhD,2,7200,57,47,7,4,50,7,18,0,1.28,FALSE,D07,Level 1
52991,Engineering,Male,31,Technician,03:05.6,8,High School,3,4550,53,4,11,6,50,17,62,1,1.96,FALSE,D04,Level 4
52992,Marketing,Male,48,Developer,03:05.6,6,Bachelor,5,7500,35,40,12,12,25,18,98,2,3.02,FALSE,D07,Level 1
52993,Operations,Female,40,Developer,03:05.6,1,Bachelor,1,5500,47,20,21,9,50,9,55,2,2.18,TRUE,D09,Level 1
52994,Finance,Male,56,Technician,03:05.6,8,Master,3,4550,58,47,21,14,50,7,48,0,3.48,FALSE,D02,Level 4
52995,Finance,Female,33,Consultant,03:05.6,3,Bachelor,2,6600,33,21,3,1,50,9,90,1,1.57,FALSE,D02,Level 1
52996,Finance,Female,35,Technician,03:05.6,1,Bachelor,3,4550,54,5,14,2,50,8,6,2,2.87,TRUE,D02,Level 4
52997,Legal,Female,33,Consultant,03:05.6,5,Master,2,6600,56,26,28,14,0,8,38,1,4.82,FALSE,#N/A,Level 1
52998,Engineering,Male,43,Consultant,03:05.6,7,Bachelor,1,6050,45,12,29,11,25,2,6,0,1.73,FALSE,D04,Level 1
52999,Customer Support,Male,54,Specialist,03:05.6,3,Master,5,6750,52,4,22,14,100,10,65,2,3.27,FALSE,D03,Level 4
53000,HR,Male,31,Technician,03:05.6,8,Master,1,3850,55,24,26,14,25,9,13,2,3.2,FALSE,D05,Level 4
53001,Engineering,Female,46,Manager,03:05.6,4,Bachelor,5,9000,52,48,14,0,100,2,10,2,2.57,TRUE,D04,Level 4
53002,Customer Support,Female,59,Analyst,03:05.6,5,Bachelor,5,6000,50,7,19,4,100,11,31,2,1.04,FALSE,D03,Level 1
53003,HR,Female,24,Manager,03:05.6,0,PhD,1,6600,38,38,27,6,0,11,14,2,3.15,FALSE,D05,Level 4
53004,Marketing,Male,30,Manager,03:05.6,3,Bachelor,1,6600,49,48,9,5,75,10,83,1,4.64,FALSE,D07,Level 4
53005,Finance,Other,23,Specialist,03:05.6,0,Master,1,4950,35,38,0,4,0,2,90,2,3.96,FALSE,D02,Level 4
53006,IT,Male,53,Developer,03:05.6,6,Bachelor,5,7500,38,21,15,6,50,2,29,2,4.04,TRUE,D01,Level 1
53007,Legal,Male,42,Specialist,03:05.6,8,High School,5,6750,37,20,11,9,0,1,2,1,3.42,FALSE,#N/A,Level 4
53008,HR,Male,22,Technician,03:05.6,7,PhD,3,4550,33,21,4,11,100,16,86,1,2.42,FALSE,D05,Level 4
53009,Operations,Male,52,Specialist,03:05.6,6,High School,4,6300,34,27,1,2,100,14,13,2,1.95,FALSE,D09,Level 4
53010,Marketing,Female,59,Developer,03:05.6,9,Master,5,7500,55,22,21,6,100,18,18,0,1.08,FALSE,D07,Level 1
53011,Customer Support,Female,27,Specialist,03:05.6,1,Bachelor,5,6750,41,33,24,7,25,3,77,0,3.28,FALSE,D03,Level 4
53012,IT,Female,43,Manager,03:05.6,0,Bachelor,5,9000,57,42,18,0,100,19,41,1,1.88,FALSE,D01,Level 4
53013,Sales,Male,36,Consultant,03:05.6,0,High School,2,6600,42,29,0,5,100,7,75,0,4.34,FALSE,D08,Level 1
53014,Marketing,Female,23,Specialist,03:05.6,6,Bachelor,2,5400,30,33,22,0,25,1,34,0,2.25,FALSE,D07,Level 4
53015,IT,Female,47,Manager,03:05.6,6,High School,3,7800,41,9,24,8,100,6,85,0,1.22,FALSE,D01,Level 4
53016,Sales,Female,23,Developer,03:05.6,0,High School,3,6500,52,25,17,3,75,10,12,0,1.09,FALSE,D08,Level 1
53017,Legal,Female,32,Developer,03:05.6,1,High School,2,6000,38,24,10,7,25,2,79,1,3.07,FALSE,#N/A,Level 1
53018,HR,Male,44,Technician,03:05.6,6,Master,5,5250,58,40,0,8,75,6,73,0,1.25,FALSE,D05,Level 4
53019,Operations,Female,59,Specialist,03:05.6,6,Bachelor,3,5850,58,11,5,5,100,10,10,2,2.71,FALSE,D09,Level 4
53020,Legal,Male,45,Consultant,03:05.6,6,Bachelor,2,6600,57,29,16,6,50,11,35,0,2.22,FALSE,#N/A,Level 1
53021,Customer Support,Male,53,Technician,03:05.6,3,High School,3,4550,35,37,28,13,0,12,65,1,1.96,FALSE,D03,Level 4
53022,HR,Female,58,Consultant,03:05.6,3,Bachelor,5,8250,42,32,19,7,25,12,66,2,4.29,TRUE,D05,Level 1
53023,Engineering,Male,56,Analyst,03:05.6,8,Bachelor,5,6000,39,9,18,2,0,9,80,2,3.38,TRUE,D04,Level 1
53024,Finance,Male,39,Specialist,03:05.6,3,High School,5,6750,37,6,11,8,75,3,2,1,4,FALSE,D02,Level 4
53025,Finance,Male,33,Technician,03:05.6,9,High School,3,4550,43,3,12,6,75,19,67,0,3.62,FALSE,D02,Level 4
53026,HR,Male,28,Consultant,03:05.6,7,High School,2,6600,56,31,0,8,100,5,96,2,3.7,FALSE,D05,Level 1
53027,IT,Male,58,Engineer,03:05.6,1,Bachelor,5,9000,35,44,20,1,75,6,94,2,2.76,TRUE,D01,Level 1
53028,IT,Male,41,Analyst,03:05.6,1,Bachelor,2,4800,47,34,13,9,0,15,90,1,4.4,FALSE,D01,Level 1
53029,Customer Support,Female,40,Analyst,03:05.6,3,High School,3,5200,58,17,8,2,50,10,52,2,3.94,FALSE,D03,Level 1
53030,HR,Female,23,Consultant,03:05.6,0,PhD,5,8250,51,14,28,7,0,2,11,2,1.71,FALSE,D05,Level 1
53031,Operations,Male,27,Consultant,03:05.6,2,Bachelor,3,7150,38,18,13,4,25,8,96,0,2.64,FALSE,D09,Level 1
53032,HR,Female,57,Engineer,03:05.6,4,Bachelor,4,8400,52,5,18,0,100,8,89,1,1.56,TRUE,D05,Level 1
53033,Customer Support,Male,52,Consultant,03:05.6,8,Bachelor,2,6600,41,15,12,3,75,9,52,1,2.32,FALSE,D03,Level 1
53034,Finance,Female,48,Consultant,03:05.6,0,Bachelor,3,7150,34,21,9,1,100,6,99,2,3.24,FALSE,D02,Level 1
53035,IT,Other,43,Engineer,03:05.6,5,Bachelor,4,8400,45,36,1,8,50,17,40,2,1.23,FALSE,D01,Level 1
53036,Customer Support,Female,27,Engineer,03:05.6,2,Bachelor,3,7800,56,9,17,13,0,19,78,2,2.49,FALSE,D03,Level 1
53037,Marketing,Female,37,Technician,03:05.6,3,High School,3,4550,32,13,0,8,100,8,78,2,1.59,FALSE,D07,Level 4
53038,Engineering,Male,33,Developer,03:05.6,9,Master,2,6000,45,6,22,11,75,13,83,2,2.03,FALSE,D04,Level 1
53039,Legal,Male,42,Engineer,03:05.6,7,Master,4,8400,30,17,25,5,75,4,5,2,2.92,FALSE,#N/A,Level 1
53040,Operations,Female,26,Analyst,03:05.6,4,Bachelor,1,4400,60,13,28,1,75,13,79,0,2.23,TRUE,D09,Level 1
53041,Operations,Male,56,Manager,03:05.6,1,Bachelor,4,8400,56,22,1,3,100,19,41,2,1.84,FALSE,D09,Level 4
53042,Sales,Male,36,Developer,03:05.6,1,Bachelor,2,6000,46,12,11,2,100,8,48,0,1.58,FALSE,D08,Level 1
53043,Operations,Female,55,Manager,03:05.6,2,High School,4,8400,34,29,2,5,0,1,76,2,1.72,FALSE,D09,Level 4
53044,IT,Male,44,Specialist,03:05.6,9,High School,3,5850,45,35,16,14,25,17,37,1,1.11,FALSE,D01,Level 4
53045,Operations,Female,37,Manager,03:05.6,0,Bachelor,4,8400,33,2,6,3,0,7,28,2,1.28,TRUE,D09,Level 4
53046,Sales,Female,58,Manager,03:05.6,5,Master,4,8400,36,36,17,2,0,7,4,1,2.95,FALSE,D08,Level 4
53047,Marketing,Male,37,Technician,03:05.6,1,Bachelor,3,4550,41,27,12,14,100,13,17,0,2.07,FALSE,D07,Level 4
53048,HR,Male,37,Analyst,03:05.6,9,High School,1,4400,50,33,2,13,50,1,98,1,2.08,FALSE,D05,Level 1
53049,Legal,Male,53,Analyst,03:05.6,1,High School,3,5200,36,34,0,2,75,5,9,0,4.36,FALSE,#N/A,Level 1
53050,Operations,Female,44,Manager,03:05.6,9,High School,1,6600,35,32,11,13,100,17,18,1,3.69,FALSE,D09,Level 4
53051,Legal,Female,33,Developer,03:05.6,7,Bachelor,3,6500,32,34,10,10,25,5,82,0,4.04,TRUE,#N/A,Level 1
53052,Customer Support,Male,43,Analyst,03:05.6,6,Bachelor,4,5600,40,29,2,0,25,19,49,0,2.62,FALSE,D03,Level 1
53053,Sales,Female,46,Specialist,03:05.6,4,Bachelor,1,4950,60,31,19,4,100,10,0,0,4.19,FALSE,D08,Level 4
53054,Sales,Female,49,Engineer,03:05.6,4,Bachelor,2,7200,55,33,3,5,0,15,70,1,3.38,FALSE,D08,Level 1
53055,Operations,Male,43,Engineer,03:05.6,9,Master,2,7200,57,29,26,4,0,5,39,2,4.04,FALSE,D09,Level 1
53056,Legal,Male,57,Technician,03:05.6,1,Master,4,4900,44,31,12,2,0,1,32,2,1.67,FALSE,#N/A,Level 4
53057,Sales,Female,57,Consultant,03:05.6,0,Master,2,6600,46,1,22,7,75,12,17,0,4.6,FALSE,D08,Level 1
53058,Engineering,Male,48,Technician,03:05.6,6,Bachelor,2,4200,54,27,21,13,25,11,23,2,1.13,TRUE,D04,Level 4
53059,IT,Female,52,Manager,03:05.6,0,Master,4,8400,54,15,8,5,0,10,40,0,3.94,FALSE,D01,Level 4
53060,Engineering,Male,59,Manager,03:05.6,5,Master,1,6600,41,48,8,13,0,11,15,0,3.08,FALSE,D04,Level 4
53061,IT,Female,32,Consultant,03:05.6,3,Bachelor,3,7150,54,46,12,8,50,4,42,0,1.36,FALSE,D01,Level 1
53062,Finance,Female,37,Consultant,03:05.6,5,Master,1,6050,49,29,4,3,75,13,52,0,3.85,TRUE,D02,Level 1
53063,Engineering,Female,44,Specialist,03:05.6,7,Master,5,6750,42,9,11,14,75,14,44,2,3.54,TRUE,D04,Level 4
53064,Customer Support,Male,50,Consultant,03:05.6,9,Bachelor,4,7700,32,9,17,4,0,8,42,0,4.38,TRUE,D03,Level 1
53065,IT,Other,23,Technician,03:05.6,4,High School,3,4550,47,39,0,4,100,3,46,2,4.59,FALSE,D01,Level 4
53066,Customer Support,Female,35,Consultant,03:05.6,7,Bachelor,1,6050,46,17,22,10,75,16,9,1,2.34,FALSE,D03,Level 1
53067,Customer Support,Female,46,Analyst,03:05.6,4,Bachelor,3,5200,44,38,28,9,75,11,83,2,2.15,FALSE,D03,Level 1
53068,Operations,Male,38,Engineer,03:05.6,4,High School,2,7200,52,2,28,11,25,5,26,0,2.29,FALSE,D09,Level 1
53069,Marketing,Male,22,Engineer,03:05.6,2,Bachelor,2,7200,44,17,23,14,100,7,71,0,3.04,FALSE,D07,Level 1
53070,Marketing,Male,55,Consultant,03:05.6,5,High School,2,6600,36,22,19,3,50,6,74,1,1.66,FALSE,D07,Level 1
53071,Operations,Female,30,Developer,03:05.6,6,PhD,4,7000,39,34,0,9,25,5,46,0,3.88,FALSE,D09,Level 1
53072,Legal,Male,34,Manager,03:05.6,8,Bachelor,2,7200,48,14,29,0,100,9,63,0,1.29,TRUE,#N/A,Level 4
53073,HR,Male,32,Technician,03:05.6,4,High School,4,4900,36,19,29,3,0,14,1,2,2.55,FALSE,D05,Level 4
53074,Operations,Male,45,Consultant,03:05.6,9,Bachelor,3,7150,39,2,10,0,100,18,34,0,2.15,FALSE,D09,Level 1
53075,Operations,Female,52,Engineer,03:05.6,7,Bachelor,4,8400,39,32,28,14,75,14,53,2,3,FALSE,D09,Level 1
53076,Customer Support,Male,22,Consultant,03:05.6,8,Master,5,8250,34,15,16,0,25,14,60,0,3.75,FALSE,D03,Level 1
53077,Sales,Male,43,Developer,03:05.6,6,Bachelor,3,6500,35,26,15,13,50,15,64,1,1.62,TRUE,D08,Level 1
53078,Customer Support,Female,32,Consultant,03:05.6,7,High School,3,7150,36,28,18,1,25,15,28,2,1.1,TRUE,D03,Level 1
53079,Finance,Female,23,Consultant,03:05.6,1,PhD,1,6050,53,21,10,13,50,6,84,1,2.54,FALSE,D02,Level 1
53080,Customer Support,Female,43,Analyst,03:05.6,3,High School,4,5600,53,32,28,13,0,17,64,2,2.39,FALSE,D03,Level 1
53081,Operations,Female,56,Developer,03:05.6,6,High School,3,6500,52,21,7,10,50,17,43,0,3.02,FALSE,D09,Level 1
53082,Marketing,Male,40,Analyst,03:05.6,9,High School,3,5200,56,4,21,0,25,8,20,2,4.27,FALSE,D07,Level 1
53083,HR,Male,46,Specialist,03:05.6,0,Master,4,6300,42,0,22,4,25,18,72,1,3.38,FALSE,D05,Level 4
53084,Marketing,Female,40,Specialist,03:05.6,4,High School,1,4950,59,17,27,4,75,1,92,1,1.38,FALSE,D07,Level 4
53085,HR,Male,37,Consultant,03:05.6,2,High School,3,7150,33,3,5,14,0,2,26,2,4.98,FALSE,D05,Level 1
53086,Engineering,Male,37,Manager,03:05.6,5,Master,3,7800,49,15,27,9,0,18,73,1,1.92,FALSE,D04,Level 4
53087,Engineering,Female,56,Analyst,03:05.6,9,Master,5,6000,35,26,27,9,75,16,97,0,1.42,FALSE,D04,Level 1
53088,Marketing,Male,40,Specialist,03:05.6,6,Bachelor,2,5400,47,2,25,3,100,18,69,0,2.18,FALSE,D07,Level 4
53089,HR,Female,26,Engineer,03:05.6,5,High School,2,7200,37,21,23,11,50,18,28,0,4.62,FALSE,D05,Level 1
53090,HR,Female,32,Manager,03:05.6,2,Bachelor,1,6600,46,6,21,14,50,14,27,1,3.56,FALSE,D05,Level 4
53091,Engineering,Male,59,Specialist,03:05.6,2,High School,4,6300,32,3,11,13,0,15,1,1,4.81,FALSE,D04,Level 4
53092,Customer Support,Female,49,Analyst,03:05.6,9,Master,1,4400,43,36,24,5,100,4,95,2,2.21,FALSE,D03,Level 1
53093,Operations,Male,54,Manager,03:05.6,2,High School,4,8400,34,43,3,6,50,7,85,0,4.39,FALSE,D09,Level 4
53094,Finance,Male,47,Engineer,03:05.6,8,Bachelor,5,9000,37,30,13,6,25,11,68,1,3.52,FALSE,D02,Level 1
53095,HR,Female,43,Engineer,03:05.6,0,High School,2,7200,47,34,23,10,100,2,95,2,3.62,FALSE,D05,Level 1
53096,Engineering,Male,40,Technician,03:05.6,0,PhD,2,4200,45,28,21,7,75,8,57,1,1.9,FALSE,D04,Level 4
53097,Engineering,Male,30,Manager,03:05.6,7,High School,2,7200,35,41,3,1,25,15,92,1,1.63,FALSE,D04,Level 4
53098,IT,Female,42,Technician,03:05.6,0,High School,1,3850,47,5,18,3,0,15,37,0,1.78,FALSE,D01,Level 4
53099,IT,Female,55,Consultant,03:05.6,0,Bachelor,3,7150,55,32,13,10,25,2,87,1,4.24,FALSE,D01,Level 1
53100,Operations,Female,44,Analyst,03:05.6,9,Bachelor,4,5600,55,28,18,1,100,6,4,1,2.63,FALSE,D09,Level 1
53101,Customer Support,Male,25,Consultant,03:05.6,8,Master,1,6050,36,22,13,7,0,10,28,1,3.29,FALSE,D03,Level 1
53102,Operations,Male,57,Developer,03:05.6,3,High School,4,7000,44,27,1,4,0,3,71,1,3.33,FALSE,D09,Level 1
53103,Engineering,Male,43,Consultant,03:05.6,0,Bachelor,1,6050,41,22,11,4,75,8,1,1,3.38,FALSE,D04,Level 1
53104,Finance,Male,37,Developer,03:05.6,1,Bachelor,5,7500,51,17,6,5,25,14,75,2,2.97,FALSE,D02,Level 1
53105,Legal,Female,60,Consultant,03:05.6,0,Bachelor,5,8250,33,8,21,0,25,2,52,1,2.43,FALSE,#N/A,Level 1
53106,Engineering,Female,59,Engineer,03:05.6,5,Bachelor,2,7200,45,46,25,12,0,13,21,1,3.2,TRUE,D04,Level 1
53107,Engineering,Male,53,Technician,03:05.6,1,High School,5,5250,51,24,3,4,75,2,94,0,4.14,TRUE,D04,Level 4
53108,Legal,Female,31,Specialist,03:05.6,4,Bachelor,4,6300,46,29,10,7,50,16,65,1,1.5,FALSE,#N/A,Level 4
53109,Sales,Other,59,Consultant,03:05.6,8,High School,3,7150,30,7,9,13,100,5,9,0,4.33,TRUE,D08,Level 1
53110,IT,Male,48,Developer,03:05.6,7,PhD,4,7000,33,38,11,11,50,16,19,0,3.19,FALSE,D01,Level 1
53111,IT,Female,25,Specialist,03:05.6,1,High School,2,5400,30,36,7,10,100,7,54,0,3.73,TRUE,D01,Level 4
53112,Operations,Male,24,Specialist,03:05.6,5,Bachelor,4,6300,55,15,5,4,100,4,34,2,4.36,FALSE,D09,Level 4
53113,Engineering,Male,53,Consultant,03:05.6,6,High School,3,7150,31,1,14,7,100,13,48,1,4.16,FALSE,D04,Level 1
53114,Customer Support,Male,59,Analyst,03:05.6,6,High School,2,4800,44,21,1,13,25,4,18,0,4.23,FALSE,D03,Level 1
53115,Operations,Female,43,Developer,03:05.6,8,Bachelor,1,5500,46,32,14,7,75,8,88,2,2.84,FALSE,D09,Level 1
53116,Marketing,Male,39,Technician,03:05.6,9,Master,3,4550,57,16,9,12,50,4,72,1,2.03,FALSE,D07,Level 4
53117,Legal,Male,43,Manager,03:05.6,1,High School,1,6600,60,45,0,5,25,4,29,0,4.27,FALSE,#N/A,Level 4
53118,Marketing,Female,51,Analyst,03:05.6,1,Master,2,4800,58,10,18,2,100,8,15,2,4.01,FALSE,D07,Level 1
53119,Sales,Female,36,Specialist,03:05.6,3,High School,2,5400,32,17,0,6,50,15,93,0,3.76,FALSE,D08,Level 4
53120,Customer Support,Male,56,Specialist,03:05.6,6,Master,5,6750,43,41,0,4,0,1,76,0,2.73,FALSE,D03,Level 4
53121,Operations,Female,56,Technician,03:05.6,1,Bachelor,1,3850,32,18,16,1,50,13,29,0,1.06,FALSE,D09,Level 4
53122,IT,Female,46,Technician,03:05.6,0,Master,3,4550,45,28,22,2,50,4,49,2,4.21,FALSE,D01,Level 4
53123,Marketing,Male,35,Specialist,03:05.6,3,Bachelor,5,6750,59,18,5,10,0,16,83,1,1.18,FALSE,D07,Level 4
53124,Operations,Male,38,Specialist,03:05.6,3,Bachelor,5,6750,57,4,9,4,100,3,76,2,3.31,FALSE,D09,Level 4
53125,HR,Female,47,Technician,03:05.6,6,High School,3,4550,57,37,11,7,0,2,6,1,1.49,FALSE,D05,Level 4
53126,Sales,Male,26,Developer,03:05.6,8,Bachelor,1,5500,35,9,5,3,0,9,25,0,3.7,FALSE,D08,Level 1
53127,Customer Support,Female,52,Developer,03:05.6,2,Bachelor,5,7500,31,13,10,10,0,17,44,1,4.55,FALSE,D03,Level 1
53128,Engineering,Female,29,Technician,03:05.6,0,High School,3,4550,50,14,23,10,50,3,86,1,3.26,FALSE,D04,Level 4
53129,IT,Female,47,Engineer,03:05.6,3,Bachelor,1,6600,41,14,23,9,100,13,68,1,1.23,FALSE,D01,Level 1
53130,Legal,Male,30,Specialist,03:05.6,7,Bachelor,2,5400,45,28,6,3,0,15,22,1,1.15,FALSE,#N/A,Level 4
53131,Engineering,Female,57,Engineer,03:05.6,2,Bachelor,4,8400,31,40,24,9,50,14,10,0,4.62,FALSE,D04,Level 1
53132,Customer Support,Other,32,Analyst,03:05.6,5,High School,5,6000,53,19,17,12,25,11,37,0,3.61,FALSE,D03,Level 1
53133,Operations,Male,31,Specialist,03:05.6,1,Bachelor,3,5850,51,27,2,1,75,9,50,2,2.83,FALSE,D09,Level 4
53134,Finance,Female,54,Developer,03:05.6,9,Master,5,7500,44,2,20,5,50,3,46,1,3.23,FALSE,D02,Level 1
53135,IT,Female,53,Manager,03:05.6,1,Bachelor,3,7800,34,29,2,4,75,16,47,0,3.56,FALSE,D01,Level 4
53136,IT,Female,59,Engineer,03:05.6,6,Bachelor,4,8400,38,2,17,1,0,11,19,2,2.84,FALSE,D01,Level 1
53137,HR,Female,59,Analyst,03:05.6,7,Bachelor,1,4400,41,21,25,8,100,9,16,2,1.33,FALSE,D05,Level 1
53138,HR,Female,24,Technician,03:05.6,4,Bachelor,1,3850,51,2,18,14,75,17,14,0,4.47,FALSE,D05,Level 4
53139,IT,Female,58,Specialist,03:05.6,7,PhD,4,6300,56,42,28,9,25,4,44,2,3.56,FALSE,D01,Level 4
53140,Finance,Male,28,Engineer,03:05.6,7,Bachelor,2,7200,37,18,26,10,0,11,76,1,2.48,TRUE,D02,Level 1
53141,Finance,Female,25,Consultant,03:05.6,8,Bachelor,1,6050,44,21,13,9,100,3,58,2,2.52,TRUE,D02,Level 1
53142,Customer Support,Male,53,Analyst,03:05.6,5,Master,1,4400,46,4,10,0,25,13,69,2,4.06,FALSE,D03,Level 1
53143,IT,Male,60,Manager,03:05.6,7,High School,5,9000,39,2,19,0,25,11,57,1,3.93,FALSE,D01,Level 4
53144,HR,Male,51,Specialist,03:05.6,3,High School,3,5850,57,37,6,6,100,16,65,1,3.53,FALSE,D05,Level 4
53145,Legal,Male,43,Specialist,03:05.6,4,Bachelor,4,6300,47,17,21,3,100,9,75,2,3.05,FALSE,#N/A,Level 4
53146,Finance,Female,23,Analyst,03:05.6,0,High School,3,5200,32,34,14,13,100,10,45,0,1.27,FALSE,D02,Level 1
53147,Legal,Male,22,Manager,03:05.6,1,High School,4,8400,43,49,18,10,50,10,87,2,3.27,FALSE,#N/A,Level 4
53148,Customer Support,Male,49,Developer,03:05.6,2,Bachelor,2,6000,39,43,20,2,75,5,3,2,4.39,FALSE,D03,Level 1
53149,Engineering,Female,39,Consultant,03:05.6,0,Master,4,7700,31,26,9,8,50,9,22,0,1.45,FALSE,D04,Level 1
53150,IT,Male,59,Engineer,03:05.6,6,Bachelor,3,7800,46,1,24,0,0,1,25,1,2.73,FALSE,D01,Level 1
53151,Legal,Male,47,Manager,03:05.6,4,Bachelor,4,8400,43,7,2,2,75,16,80,1,4.48,FALSE,#N/A,Level 4
53152,HR,Male,23,Developer,03:05.6,0,Bachelor,3,6500,37,19,18,12,100,2,99,0,3.77,TRUE,D05,Level 1
53153,Operations,Female,35,Consultant,03:05.6,2,Bachelor,2,6600,45,28,1,10,50,17,67,0,1.63,FALSE,D09,Level 1
53154,IT,Female,45,Technician,03:05.6,7,Bachelor,1,3850,34,10,19,1,0,7,29,1,3.41,FALSE,D01,Level 4
53155,Operations,Male,47,Analyst,03:05.6,1,High School,4,5600,32,36,29,2,0,10,1,1,2.86,FALSE,D09,Level 1
53156,Legal,Male,30,Engineer,03:05.6,1,Bachelor,4,8400,40,0,21,14,100,11,44,2,3.5,TRUE,#N/A,Level 1
53157,Customer Support,Male,30,Specialist,03:05.6,8,Bachelor,5,6750,33,14,12,6,50,11,88,1,1.88,FALSE,D03,Level 4
53158,Customer Support,Female,32,Technician,03:05.6,2,Bachelor,2,4200,30,42,11,2,0,16,29,2,2.4,FALSE,D03,Level 4
53159,Marketing,Male,30,Manager,03:05.6,3,High School,2,7200,33,4,23,0,25,18,60,0,4.01,FALSE,D07,Level 4
53160,IT,Female,32,Manager,03:05.6,7,High School,5,9000,55,6,2,4,25,19,99,2,2.9,FALSE,D01,Level 4
53161,Legal,Female,29,Technician,03:05.6,3,Bachelor,3,4550,37,41,19,11,25,14,27,2,1.35,FALSE,#N/A,Level 4
53162,Finance,Female,33,Consultant,03:05.6,9,Bachelor,5,8250,53,43,1,6,75,6,54,0,1.69,FALSE,D02,Level 1
53163,Customer Support,Female,34,Consultant,03:05.6,1,High School,5,8250,53,12,20,11,100,10,3,0,2.99,TRUE,D03,Level 1
53164,Marketing,Female,58,Developer,03:05.6,8,High School,4,7000,53,49,7,12,50,5,84,2,3.43,FALSE,D07,Level 1
53165,Finance,Male,58,Developer,03:05.6,4,Bachelor,4,7000,44,23,6,10,0,13,52,0,1.36,FALSE,D02,Level 1
53166,Finance,Male,50,Developer,03:05.6,2,High School,4,7000,44,23,19,10,100,4,56,1,4.01,FALSE,D02,Level 1
53167,IT,Female,56,Specialist,03:05.6,6,High School,4,6300,31,28,23,2,25,15,12,0,3.66,FALSE,D01,Level 4
53168,Customer Support,Female,35,Manager,03:05.6,8,Master,4,8400,39,13,3,14,100,8,58,2,2.55,FALSE,D03,Level 4
53169,Finance,Female,52,Developer,03:05.6,9,Bachelor,1,5500,57,24,10,7,75,8,84,0,2.63,FALSE,D02,Level 1
53170,Operations,Female,39,Analyst,03:05.6,8,High School,4,5600,32,22,17,5,25,10,87,2,4.84,FALSE,D09,Level 1
53171,Customer Support,Male,46,Technician,03:05.6,7,Bachelor,1,3850,44,38,5,5,25,16,16,0,1.86,FALSE,D03,Level 4
53172,Finance,Female,38,Technician,03:05.6,3,Bachelor,2,4200,37,49,27,1,25,15,71,0,2.11,FALSE,D02,Level 4
53173,Legal,Male,54,Technician,03:05.6,3,High School,3,4550,33,16,13,13,0,12,83,2,4.19,FALSE,#N/A,Level 4
53174,HR,Male,38,Analyst,03:05.6,8,High School,3,5200,51,29,22,7,0,17,10,2,4.54,FALSE,D05,Level 1
53175,IT,Female,54,Engineer,03:05.6,9,High School,1,6600,52,3,13,12,0,16,37,0,1.4,FALSE,D01,Level 1
53176,Customer Support,Female,52,Developer,03:05.6,8,High School,4,7000,48,15,19,14,25,12,53,2,4.17,FALSE,D03,Level 1
53177,Sales,Female,26,Technician,03:05.6,6,Bachelor,3,4550,35,11,1,13,25,3,15,0,4.58,FALSE,D08,Level 4
53178,Operations,Male,34,Consultant,03:05.6,3,PhD,5,8250,46,44,7,0,0,11,44,0,3.42,FALSE,D09,Level 1
53179,Customer Support,Female,44,Developer,03:05.6,9,Master,3,6500,58,30,27,10,100,17,73,1,1.44,FALSE,D03,Level 1
53180,Engineering,Female,42,Specialist,03:05.6,9,Master,4,6300,53,3,8,3,50,14,54,0,1.85,FALSE,D04,Level 4
53181,HR,Female,36,Developer,03:05.6,9,High School,4,7000,51,1,18,7,75,19,72,1,4.46,FALSE,D05,Level 1
53182,Marketing,Female,32,Engineer,03:05.6,2,Bachelor,3,7800,43,26,7,2,25,14,50,0,4.01,FALSE,D07,Level 1
53183,Customer Support,Male,37,Manager,03:05.6,7,High School,3,7800,45,43,13,13,75,14,40,1,2.27,FALSE,D03,Level 4
53184,Sales,Male,30,Developer,03:05.6,6,High School,3,6500,34,33,19,4,50,19,82,2,3.67,FALSE,D08,Level 1
53185,Legal,Male,49,Consultant,03:05.6,8,High School,3,7150,54,30,15,12,0,6,55,0,2.11,FALSE,#N/A,Level 1
53186,HR,Male,45,Consultant,03:05.6,1,Bachelor,4,7700,58,18,24,1,50,7,63,1,1.19,FALSE,D05,Level 1
53187,Engineering,Female,57,Specialist,03:05.6,9,High School,4,6300,32,21,14,7,75,8,50,2,2.86,FALSE,D04,Level 4
53188,Customer Support,Female,26,Analyst,03:05.6,7,Master,4,5600,58,14,5,3,50,6,30,2,2.15,FALSE,D03,Level 1
53189,Customer Support,Male,40,Specialist,03:05.6,4,Bachelor,3,5850,43,49,11,13,75,12,5,0,3.46,FALSE,D03,Level 4
53190,Legal,Male,36,Developer,03:05.6,6,Bachelor,1,5500,46,42,4,4,75,5,45,2,3.73,FALSE,#N/A,Level 1
53191,Finance,Female,32,Technician,03:05.6,3,Bachelor,3,4550,41,33,19,2,50,10,37,2,2.37,FALSE,D02,Level 4
53192,Marketing,Female,49,Manager,03:05.6,3,Bachelor,3,7800,50,46,19,3,75,4,45,0,3.09,FALSE,D07,Level 4
